Nome;Preco;Duracao;Observacao
SERVIÇO DE ALINHAMENTO E BALANCEAMENTO;;;
SERVIÇO DE BALANCEAMENTO;;;
SERVIÇO DE ESCAPAMENTO;;;
SERVIÇO FAZER SUPORTE LANTERNA;;;
ALTERNADOR CONSTELLATION 26260 RECOM;;;
SERVIÇO TROCAR CAMBIO;;;
ALTERNADOR RECON JOHN DEERE;;;
SERVIÇO FREIO TRASEIRO;;;
SERVIÇO FREIO DIANTEIRO;;;
SERVIÇO TROCAR AGREGADO DIANTEIRO;;;
SERVIÇO TROCAR COIFA HOMOCINETICA;;;
SERVIÇO TROCAR JUNTA CARTER;;;
SERVIÇO TROCAR KIT AMORTECEDOR DIANTEIRO;;;
SERVIÇO SACAR PARAFUSO;;;
SERVIÇO SENSOR ROTAÇÃO;;;
SERVIÇO DE CHAVEIRO;;;
SERVIÇO DE HIGIENIZAÇÃO PARCIAL EVAPORADORA;;;
SERVIÇO RECONDICIONAR BOMBA ORBITROL;;;
SERVIÇO TROCAR CABOS E VELAS DE IGNIÇÃO;;;
SERVIÇO TROCAR MAQUINA VIDRO E VIDRO DA PORTA;;;
SERVIÇO DE RECUPERAÇÃO DE SENSOR;;;
SERVIÇO ANTENA E SUPORTE ANTENA;;;
ALTERNADOR RECOM;;;
SERVIÇO FAZER ROSCAS;;;
SERVIÇO SOLDAR TANQUE;;;
SERVIÇO RECUPERAÇÃO/ADAPTAÇÃO CARRETEL;;;
SERVIÇO TROCAR BOCAL DO TANQUE;;;
SERVIÇO ISOLAMENTO INTERNO P/ COVID;;;
SERVIÇO DE GUINCHO;;;
SERVIÇO MONTAGEM;;;
SERVIÇO TERCEIRO;;;
SERVIÇO CORRIGIR CHICOTE BOMBA COMBUSTIVEL;;;
AGREGADO DIANTEIRO UNO RECOM;;;
SERVIÇO TROCA RADIADOR;;;
LIMPEZA FECHADURAS;;;
SERVIÇO MECANICO;;;
SERVIÇO LIMPEZA ARREFECIMENTO;;;
SERVIÇO TROCAR COXIM MOTOR;;;
SERVIÇO TROCAR RETENTOR SAIDA LATERAL CAMBIO;;;
SERVIÇO ATENDIMENTO AO CAMPO;;;
SERVIÇO FAZER CABO ATERRAMENTO;;;
SERVIÇO DIAGNOSTICO CONTADORA DE COMBUSTIVEL;;;
SERVIÇO INSTALAR TRAVA ELÉTRICA;;;
SERVIÇO HIGIENIZAR RADIADOR;;;
SERVIÇO TROCAR CORREIA E TENSOR;;;
SERVIÇO LIMPEZA CONDENSADOR;;;
SERVIÇO REVISAR MOTO BOMBA;;;
SERVIÇO REMENDAR PNEUS FURADO;;;
SERVIÇO TROCAR HELICE;;;
SERVIÇO TROCAR FAROL;;;
SERVIÇO SOLDA PROTETOR CARTER;;;
SERVIÇO AIRBAG;;;
PAINEL RECON MERCEDES ELETRONICO;;;
SERVIÇO TROCA COMPRESSOR E LIMPAR O SISTEMA;;;
SERVIÇO CONSERTAR VENTILADOR INTERNO;;;
SERVIÇO AR QUENTE;;;
SERVIÇO TROCAR RESERVATORIO D'AGUA;;;
SERVIÇO REGULAGEM E LIMPEZA DOS FREIO TRASEIRO;;;
SERVIÇO REGULAR FREIO DE MÃO;;;
CONSERTO RESISTENCIA;;;
SERVIÇO VERIFICAR FAROL AUXILIAR;;;
SERVIÇO TROCAR LAMPADA FAROL;;;
SERVIÇO ADAPTAÇÃO DO VENTILADOR;;;
TROCA FILTRO CABINE;;;
SERVIÇO TROCAR VENTOINHA;;;
SERVIÇO TROCAR FLEXIVEL;;;
SERVIÇO TROCA OLEO;;;
SERVIÇO REGULAR PORTA TRASEIRA;;;
SERVIÇO LIMPEZA E LUBRIFICAÇÃO DOS VIDROS;;;
SERVIÇO LIMPEZA TBI;;;
SERVIÇO RETIRAR COMPRESSOR A/C;;;
SERVIÇO TROCAR BOMBA D'AGUA;;;
MOTOR CAIXA PAINEL VW CONSTELLATION RECON;;;
SERVIÇO LIMPEZA RADIADOR E CONDENSADOR;;;
CAIXA CAMBIO RECON FIAT NOVO UNO/ARGO/PALIO;;;
SERVIÇO RETIRAR E COLOCAR CAIXA DE CAMBIO;;;
SERVIÇO RECUPERAR FECHADURA;;;
SERVIÇO CONSERTAR FECHADURA;;;
SERVIÇO LIMPEZA BICO INJETOR;;;
SERVIÇO LUBRIFICAÇÃO;;;
SERVIÇO LIMPEZA E SOLDA EVAPORADOR;;;
SERVIÇO REVISAR E RECUPERAR CHICOTE TRASEIRO;;;
SERVIÇO REVISAR E RECUPERAR CHICOTE DIANTEIRO;;;
SERVIÇO DE VERIFICAR ILUMINAÇÃO E TROCAR FAROIS E ;;;
SERVIÇO TROCAR CATALISADOR;;;
SERVIÇO TROCAR MAQUINA DE VIDRO;;;
SERVIÇO INSTALAR RADIO;;;
SERVIÇO TROCAR LANTERNA TRASEIRA;;;
SERVIÇO DE RECUPERAÇÃO E MODIFICAÇÃO EM ALTERNADOR;;;
REVISÃO ALTERNADOR;;;
SERVIÇO USINAGEM MOTOR;;;
SERVIÇO TROCAR RODA FONICA LD;;;
SERVIÇO ALUGUEL GERADOR;;;
SERVIÇO INJEÇÃO ELETRONICA;;;
SERVIÇO INSTALAR AR CONDICIONADO;;;
SERVIÇO TROCAR RETROVISOR LD;;;
SERVIÇO TROCAR VENTILADOR INTERNO;;;
'MOTOR CAIXA PAINEL TETO RECON UNIVERSAL 24V;;;
SERVIÇO DE ADAPTAÇÃO AR COND EQUIP. JSL107/FB362;;;
SERVIÇO TAPEÇARIA;;;
SERVIÇO EMBIELAR PISTAO;;;
SERVIÇO SOLDA CATALIZADOR;;;
SERVIÇO TOMADA DE FORÇA;;;
SERVIÇO FAZER SUPORTE DO TANQUE;;;
SERVIÇO TROCAR CAIXA RADIADOR;;;
SERVIÇO RETIRAR CTF;;;
SERVIÇO TROCAR CAIXA DIREÇÃO;;;
SERVIÇO INSTALAÇÃO COMPRESSOR AR;;;
SERVIÇO TROCAR CABO DE VELA E VELA IGNIÇÃO;;;
SERVIÇO REV VAL MANEQUIM ELETRONICO 2/3 SAIDAS;;;
SERVIÇO MOTOR RETIFICADO;;;
SERVIÇO REMOVER/INSTALAR MOTOR;;;
SERVIÇO CHAVEIRO;;;
SERVIÇO TROCAR FLANGE E GUARNIÇÃO BOMBA;;;
SERVIÇO TROCAR MOLEJO;;;
SERVIÇO TROCAR KIT EMBREAGEM COMPRESSOR;;;
SERVIÇO TROCAR VELA IGNIÇÃO;;;
SERVIÇO TROCAR ALAVANCA FREIO MÃO;;;
SERVIÇO TROCAR FILTROS;;;
SERVIÇO INSTALAR RABICHO;;;
SERVIÇO INSTALAR PELICULA DE SEGURANÇA;;;
SERVIÇO TROCAR MOTOR LIMPADOR;;;
SERVIÇO HIGIENIZAÇÃO RADIADOR E INTERCOLLER;;;
SERVIÇO TROCAR CARCAÇA VALVULA TERMOSTATICA;;;
SERVIÇO DIAGNOSTICO VAZAMENTO NO SELO;;;
SERVIÇO FURAR 04 SUPORTE;;;
SERVIÇO RETIFICAR CABEÇOTE;;;
ALUGUEL CAMINHÃO OFICINA;;;
SERVIÇO TROCAR BOBINA IGNIÇÃO;;;
SERVIÇO TROCAR EMBREAGEM;;;
SERVIÇO TORNEAR DISCO DE FREIO;;;
SERVIÇO TROCAR BOMBA COMBUSTIVEL;;;
SERVIÇO TROCA DE OLEO E FILTROS LINHA LEVE;;;
SERVIÇO FAZER SUPORTE DE COMBUSTIVEL;;;
SERVIÇO INSTALAR ICAN;;;
SERVIÇO TROCAR ROLAMENTO SEMI EIXO;;;
SERVIÇO TROCAR CORREIA DENTADA;;;
SERVIÇO TROCAR PARA-CHOQUE;;;
SERVIÇO TROCAR BRAÇO AXIAL DIREÇÃO;;;
SERVIÇO CAMBAGEM;;;
SERVIÇO CASTER;;;
SERVIÇO TROCAR RETENTOR TRAS VIRABREQUIM;;;
SERVIÇO TROCAR RETENTOR CAMBIO;;;
SERVIÇO TROCAR CORREIA E VENTOINHA;;;
SERVIÇO SUBSTITUIR REPARO PINÇA FREIO;;;
SERVIÇO HIGIENIZAÇÃO E DESMONTAGEM PAINEL;;;
SERVIÇO PARA-CHOQUE;;;
SERVIÇO VAZAMENTO RESPIRO;;;
SERVIÇO CHICOTE DO TACOGRAFO;;;
SERVIÇO USINAGEM GARFO;;;
SERVIÇO USINAGEM 3 E 4;;;
SERVIÇO CABEÇOTE;;;
SERVIÇO MANUTENÇÃO ELETRICA UNIDADE SOLAR;;;
SERVIÇO INSTALAR CAPOTA;;;
SERVIÇO MONTAR CABEÇOTE;;;
SERVIÇO REGULAGEM DOS FAROIS;;;
SERVIÇO LIMPEZA FREIO DIANTEIRO;;;
SERVIÇO TROCAR KIT EMBREAGEM CAMBIO;;;
SERVIÇO PINTAR PARA-CHOQUE;;;
SERVIÇO INSTALAR SENSOR PRANCHA;;;
SERVIÇO BRUNIR CILINDROS;;;
SERVIÇO INSTALAR CORREIA DENTADA;;;
SERVIÇO REVISAR CHICOTE SECUNDARIO;;;
SERVIÇO REVISAR CHICOTE PRIMARIO;;;
SERVIÇO TROCAR BOIA COMBUSTIVEL;;;
FRETE;;;
SERVIÇO SACAR PARAFUSOS E REFAZER ROSCAS;;;
SERVIÇO SACAR PARAFUSOS E RECUPERAR ROSCAS;;;
SERVIÇO TROCAR CABO VELA IGNIÇÃO;;;
SERVIÇO SACAR PARAFUSO RODA;;;
SERVIÇO INSTALAÇÃO EXTERNA UNIDADE SOLAR;;;
SERVIÇO MONTAR MOTOR E CABEÇOTE;;;
SERVIÇO RECUPERAR POLO BATERIA;;;
REFIL P/ CONDENSADOR GOL/POLO/FOX;;;
SERVIÇO CONFECCIONAR RADIO COMUNICADOR;;;
SERVIÇO CONFECCIONAR PEITO DE AÇO;;;
SERVIÇO INSTALAR ALERTA CAMPAINHA;;;
SERVIÇO DIAGNOSTICO E CHICOTE ELETRONICO;;;
SERVIÇO CONFECCIONAR TOLDO;;;
SERVIÇO ENCHER/USINAR EIXO BOMBA;;;
SERVIÇO CONFECCIONAR ESTRUTURA AREA DE VIVENCIA;;;
SERVIÇO DE ALINHAMENTO EIXO TRASEIRO FIXO;;;
SERVIÇO INSTALAÇÃO PLACA SOLAR AREA VIVIENCIA;;;
SERVIÇO INSTALAÇÃO ELETRICA AREA DE VIVENCIA;;;
SERVIÇO SACAR VELA AQUECEDORA;;;
SERVIÇO TESTAR BOMBA DE ALTA;;;
SERVIÇO MANUTENÇÃO RADIO FLORESTAL;;;
SERVIÇO INSTALAR MOTOR DE PARTIDA;;;
SERVIÇO INSTALAR MOTOR PARTIDA E ALTERNADOR;;;
SERVIÇO FIXAR PEITO AÇO;;;
SERVIÇO CONFECCIONAR U AR QUENTE;;;
SERVIÇO TROCAR JUNTA TAMPA VALVULA;;;
SERVIÇO TROCAR TRAVA PORTA TRASEIRA;;;
SERVIÇO MOBILIZADOR;;;
COMPRESSOR RECON  MAQUINA HE780;;;
SERVIÇO TROCAR CARTER MOTOR;;;
SERVIÇO REVISAR TANQUE COMBUSTIVEL PLASTICO;;;
SERVIÇO HIGIENIZAÇÃO INTERCLIMA;;;
REPARAR BOMBA DE ALTA;;;
SERVIÇO TROCAR CABO SELETOR MARCHA;;;
SERVIÇO RADIO E ANTENA;;;
CHAVE SETA RECON FIESTA;;;
TORNEAR PISTÃO;;;
POLIR VIRABREQIN;;;
AJUSTAR ANEIS;;;
EMBUCHAR BIELAS;;;
SERVIÇO CONFECÇÃO 3 CONJUNTOS PAINEL SOLAR C/INSTA;;;
SERVIÇO CONFECÇÃO DE CARRETINHA REBOQUE OFICINA;;;
MANUTENÇÃO E RECUPERAÇÃO DO GERADOR;;;
SERVIÇO SOLDA CONDENSADOR AR QUENTE;;;
SERVIÇO TROCAR TURBINA MOTOR;;;
SERVIÇO TROCAR GARGALO COMBUSTIVEL;;;
SERVIÇO TROCAR BUZINA;;;
SERVIÇO RETIRAR CAIXA EVAPORADORA;;;
SERVIÇO DE TIRAR BATERIA;;;
SERVIÇO DE TIRAR CHICOTE E DESMONTAR PAINEL PARA R;;;
SERVIÇO MANUTENÇÃO PAINEL;;;
SERVIÇO INTERCLIMA;;;
SERVIÇO MANUTENÇÃO RADIADOR;;;
SERVIÇO DE SUSPENSÃO DIANTEIRA;;;
SERVIÇO MONTAGEM MOTOR;;;
SERVIÇO TROCAR VELA IGNIÇÃO, CABO VELA E RESISTENC;;;
SERVIÇO TROCAR OLEO DE CAMBIO E TRANSMISSÃO;;;
SERVIÇO TROCAR COXIM DO CAMBIO;;;
SERVIÇO EIXO COMPLETO LADO DIREITO;;;
MOTOR RECON 24V;;;
SERVIÇO CAMBAGEM DIREITA;;;
SERVIÇO CAMBAGEM ESQUERDA;;;
SERVIÇO REVISAR CHICOTE  CAMERA DE RÉ;;;
SERVIÇO TROCAR MANGUEIRA MOTOR;;;
SERVIÇO TROCAR PASTILHA;;;
SERVIÇO INTERCOOLER;;;
SERVIÇO TROCAR LAMPADA;;;
SERVIÇO TROCAR CILINDRO MESTRE FREIO;;;
SERVIÇO SACAR CAPA ROLAMENTO;;;
SERVIÇO REVITALIZAÇÃO CABINE D8T FTPX-003;;;
SERVIÇO DESMONTAR MOTOR;;;
SERVIÇO TIRAR CAMBIO;;;
SERVIÇO TIRAR FREIO DIANTEIRO;;;
SERVIÇO TIRAR TRAÇÃO;;;
SERVIÇO TIRAR FREIO TRASEIRO;;;
SERVIÇO TROCAR PIVO SUPERIOR;;;
SERVIÇO TROCAR PIVO INFERIOR;;;
SERVIÇO TROCAR RETENTOR DIFERENCIAL;;;
SERVIÇO TROCAR RESERVATORIO HIDRAULICO;;;
SERVIÇO COLOCAR VIDRO;;;
SERVIÇO RECONDICIONAR MOTOR PARTIDA;;;
SERVIÇO FAZER CABO AUXILIAR BATERIA;;;
LIMPEZA QUIMICA MOTOR;;;
SERVIÇO HIGIENIZAÇÃO CONDENSADORA;;;
SERVIÇO DE SOLDA;;;
SERVIÇO INSTALAR/REMOVER ALTERNADOR;;;
SERVIÇO TROCAR DIFERENCIAL;;;
SERVIÇO TROCAR RETENTOR DA TRAÇÃO;;;
SERVIÇO COMUTADOR PARTIDA;;;
SERVIÇO COLOCAR NO PONTO CORREIA DENTADA;;;
SERVIÇO FORRO;;;
SERVIÇO VAZAMENTO CAMBIO;;;
SERVIÇO TROCAR KIT EMBREAGEM E GARFO;;;
SERVIÇO TROCAR DISCO E PASTILHA;;;
SERVIÇO TROCAR SEMI EIXO;;;
SERVIÇO TROCAR CUBO DIANTEIRO;;;
SERVIÇO TROCAR LUVA E CRUZETA CARDAN DIANTEIRO;;;
SERVIÇO TROCAR CLIMATIZADOR;;;
SERVIÇO TROCAR CRUZETA CARDAN DIANTEIRO;;;
SERVIÇO TROCAR TERMINAL DIREÇÃO;;;
SERVIÇO TORNEAR PONTA DE EIXO;;;
SERVIÇO TROCAR VALVULA SOLENOIDE;;;
SERVIÇO TROCAR POLIA / TENSOR;;;
SERVIÇO TROCAR MOTOR E CHAVE LIMPADOR;;;
SERVIÇO RECUPERAR PLACA DO COMANDO A/C;;;
SERVIÇO TROCAR CINTA AIRBAG;;;
SERVIÇO TIRAR AR SISTEMA DIESEL;;;
SERVIÇO RECUPERAR BANCO ASSENTO;;;
SERVIÇO TROCAR SENSOR ABS TRASEIRO L.E;;;
SERVIÇO TROCAR COMPRESSOR;;;
SERVIÇO TROCAR PIVO LD E LE;;;
SERVIÇO TROCAR COXIM CABO SELETOR MARCHA;;;
SERVIÇO LIMPAR MANGUEIRA;;;
SERVIÇO TROCA ALAVANCA CAMBIO COMPLETA;;;
SERVIÇO RETIRAR RASTREADOR;;;
SERVIÇO MÃO DE OBRA PORTA;;;
SERVIÇO LIMPEZA EVAPORADOR E CONDENSADOR;;;
SERVIÇO TIRAR EXCEL;;;
SERVIÇO PRESTADOS DE PARTE ELETRICA;;;
SERVIÇO TROCAR BANDEJA SUPERIOR;;;
SERVIÇO TROCAR BIELETAS;;;
SERVIÇO CONFECCIONAR CAIXA FOLHA DE AÇO;;;
SERVIÇO DE TROCAR GRAMPOS DO MOLEJO;;;
SERVIÇO TROCAR TROCADOR DE CALOR;;;
SERVIÇO FAZER HASTE ATERRAMENTO;;;
SERVIÇO TRAVA DA DIREÇÃO VW;;;
SERVIÇO INSTALAR TOLDO;;;
SERVIÇO TIRAR E COLOCAR RADIADOR;;;
SERVIÇO INSTALAR CREARE;;;
SERVIÇO TROCAR BOBINA E CABO DE IGNIÇÃO;;;
SERVIÇO TROCAR CRUZETA E ROLAMENTO CARDAN;;;
SERVIÇO TROCAR KIT EMBREAGEM CAMBIO E CILINDRO AUX;;;
SERVIÇO TROCAR CILINDRO MESTRE EMBREAGEM;;;
BOBINA MOTOR PARTIDA 38MT 24V;;;
SERVIÇO TROCAR EMBREAGEM VISCOSA;;;
SERVIÇO VERIFICAR INSTALAÇÃO ELETRICA, DIAGNOSTICO;;;
SERVIÇO MANUTENÇÃO CARRETA MUDAS;;;
SERVIÇO TROCAR BOBINA/CABO E VELA DE IGNIÇÃO;;;
TRAVA PARABARRO;;;
SERVIÇO TROCAR SENSOR VELOCIDADE;;;
SERVIÇO FIXAR TOMADA ELETRICA;;;
SERVIÇO RETIRAR MOTOR;;;
SERVIÇO RETIRAR ALTERNADOR;;;
SERVIÇO REVISAR ELETRICA MARMIBOX;;;
SERVIÇO SOLDAR RADIADOR;;;
SERVIÇO CONFECÇAO DE CHAVE;;;
SERVIÇO PINTURA;;;
SERVIÇO REVISAR BOMBA DE ALTA;;;
SERVIÇO ALINHAMENTO DE PARALAMA;;;
CUBO RODA TRASEIRO COM ROLAMENTO VW VKC6767;;;
SERVIÇO REVISAR CAMBIO LINHA LEVE;;;
SERVIÇO PILOTO AUTOMATICO;;;
SERVIÇCO CHICOTE ELETRICO MOTOR;;;
SERVIÇO CHICOTE ELETRICO CARROCERIA;;;
SERVIÇO CHICOTE ELETRICO MOTOR;;;
CAIXA DIREÇÃO UNO REMANO;;;
SERVIÇO RECUPERAR COMPRESSOR;;;
SERVIÇO RECUPERAR EVAPORADOR;;;
SERVIÇO RESSOLAGEM PNEUS;;;
SERVIÇO TROCAR TENSOR CORREIA ALTERNADOR;;;
SERVIÇO INSTALAR CAMPAINHA;;;
SERVIÇO SENSOR HALL;;;
SERVIÇO CONFECÇÃO DE CABO;;;
SERVIÇO INSTALAÇÃO ELETRICA;;;
SERVIÇO TROCAR GUARNIÇÃO BOMBA COMBUSTIVEL;;;
SERVIÇO CONFECCÇÃO DE BANNER;;;
TROCA DO RETENTO DA POLIA DO VIRABREQUIM;;;
SERVIÇO TROCAR RETENTOR POLIA VIRABREQUIM;;;
SERVIÇO RECUPERAR GRADE;;;
SERVIÇO ALARME;;;
SERVIÇO TROCAR FECHADURA CAPU;;;
SERVIÇO DE TIRAR E COLOCAR MOTOR;;;
SERVIÇO DE IGNIÇÃO;;;
SERVIÇO TROCAR CORPO BORBOLETA TBI;;;
SERVICO TESTE DE BICO;;;
SERVIÇO DIAGNOSTICO DO AR CONDICIONADO;;;
SERVIÇO FIXAR CAIXA;;;
SERVIÇO DIAGNOSTICO ELETRICO;;;
SERVIÇO DIAGNOSTICO SISTEMA ELETRONICO E (MANUTENÇ;;;
SERVIÇO DE HIGIENIZAÇÃO DO AR CONDICIONA (MANUTENÇ;;;
SERVIÇO ELETRICO REPARAÇÃO DE CHICOTE/H (MANUTENÇÃ;;;
SERVIÇO CORRETIVA ELETRICO/H EXTRA (MANUTENÇÃO AR ;;;
SERV. MANUT. CORRETIVA TECN/H NORMAL (MANUTENÇÃO A;;;
SERVIÇO FIXAR FAROIS;;;
SERVIÇO AR CONDICIONADO TETO;;;
SERVIÇO TROCAR GUARNIÇÃO TANQUE DE COMBUSTIVEL;;;
SERVIÇO TROCA DE INTERRUPTOR;;;
SERVIÇO TROCAR SENSOR INJEÇÃO;;;
SERVIÇO CONFECCIONAR SUPORTE PARA CAMERA;;;
SERVIÇO REPARO MOBILIZADOR;;;
SERVIÇO RASTREADOR;;;
SERVIÇO TROCAR VALVULA BLOCK;;;
'SERVIÇO CHICOTE ELETRICO GABINE;;;
SERVIÇO CHICOTE ELETRICO SINALIZAÇÃO;;;
SERVIÇO  LIMPEZA DE TANQUE;;;
SERVOÇO TACOGRAFO;;;
SERVIÇO TACOGRAFO;;;
SERVIÇO DE BICO INJETOR;;;
SERVIÇO REMOÇÃO E INSTALAÇÃO BICOS INJETORES;;;
SERVIÇO TROCAR TERMINAL E REGULAR ALAVANCA DE EMGA;;;
SERVIÇO AVALIAÇÃO E DIAGNÓSTICO ELETRONICO;;;
SERVIÇO MANUTENÇÃO PORTA LATERAL;;;
SERVIÇO RETIRAR INSUFILME;;;
SERVIÇO VOLANTE;;;
SERVIÇO INTALAR TOMADA STECK;;;
SERVIÇO REMOVER E INSTALAR;;;
SERVIÇO RECONDICIONAR GERADOR;;;
SERVIÇO MAQUINA DE SOLDA;;;
SERVIÇO MAO DE OBRA COMPRESSOR AR COMPRIMIDO;;;
SERVIÇO MAO DE OBRA LUBRIFICAR MAQUINA MUNCK;;;
SERVIÇO TROCAR FILTRO SECADOR;;;
SERVIÇO DE ALINHAMENTO DIANTEIRO;;;
SERVIÇO BALANCEAMENTO;;;
SERVIÇO DESMONTAGEM DO PNEU;;;
SERVIÇO PARABRISA;;;
SERVIÇO FABRICAÇÃO DE PEDESTAL;;;
MANUT. REP.HORÁRIO NORMAL 07-17(2º A 6ºF);;;
CUBO TRASEIRO COM ROLAMENTO STRADA/FIORINO/POLO/FO;;;
SERVIÇO SERRALHEIRO;;;
AF HIGIENIZAÇÃO VEICULARES LEVES/PICK-UPS;;;
SERVIÇO REFORMAR CAMINHÃO;;;
SERVIÇO AUXILIO DE BATERIA PARTIDA;;;
AF CORRETIVA DE AR CONDICIONADO;;;
AF MANTENÇÃO E REPAROS EM HORÁRIO EXTRAORD;;;
SERVIÇO HIDRAULICO;;;
SERVIÇO TROCAR OLEO DE FREIO;;;
SERVIÇO MANUTENÇÃO HIDRAULICA;;;
COMBUSTIVEL;;;
SERVIÇO MANUTENÇÃO DO MODULO;;;
MANTENÇÃO E REPAROS EM HORÁRIO EXTRAORD;;;
REFEICAO;;;
SERVIÇO TROCAR RETENTOR COMANDO DE VALVULA;;;
SERVIÇO ARREFECIMENTO LINHA LEVE;;;
SERVIÇO TROCAR CONJUNTO RADIADOR E CONDENSADORA;;;
AF SERVIÇO REPARO EM MANGUEIRA;;;
SERVIÇO PLAINAR BLOCO;;;
SERVIÇO PLAINAR CABEÇOTE;;;
SERVIÇO TROCAR OLEO DIFERENCIAL LINHA LEVE;;;
SERVIÇO SOLDA;;;
SERIÇO REBAIXAR O CUBO;;;
SERVIÇO REVISAR COMPRESSOR;;;
SERVIÇO RISCAGEM DE PNEU;;;
SERVIÇO HIGIENIZAÇÃO CAIXA EVAPORADORA DIANTEIRA;;;
SERVIÇO HIGIENIZAÇÃO CAIXA EVAPORADORA TRASEIRA;;;
SERVIÇO PULIR FAROL L/D;;;
SERVIÇO PULIR FAROL L/E;;;
SERVIÇO SIRENE CAÇAMBA;;;
SERVIÇO DE REMAPEAMENTO DE MODULO;;;
DESLOCAMENTO ;;;
SERVIÇO DE DPF;;;
SERVIÇO TROCAR COMPRESSOR E CONDENSADORA;;;
SERVIÇO TROCAR CAIXA DE FUSIVEL;;;
SERVIÇO TESTE DE ARREFECIMENTO;;;
SERVIÇO DE CONFECÇÃO;;;
SERVICO DIAGNOSTICO VOCOM;;;
SERVIÇO REPAR MODULO DO FR;;;
SERVIÇO REPARO DO MODULO DE AIRBAG;;;
SERVIÇO DE CONFECÇÃO DE CARRETINHA DE ENERGIA SOLA;;;
SERVIÇO ELÉTRICO GERADOR;;;
SERVIÇO RECUPERAR COMANDO DO ALERTA;;;
SERVIÇO TROCAR ROLAMENTO C/A;;;
SERVIÇO MOTOR;;;
SERVIÇO ISOLAR AR QUENTE;;;
REPARAR MOTOR PARTIDA BOSCH;;;
SERVIÇO SUSPENSÃO TRASEIRA;;;
SERVIÇO MONTAR CASE STARLINK;;;
SERVIÇO LIMPEZA MOTOR VENTILADO A/C;;;
SERVIÇO  LIMPEZA DE TANQUE PESCADOR;;;
SERVIÇO  LIMPEZA DE TANQUE RESERVA;;;
SERVIÇO  LIMPEZA DE TANQUE ARLA;;;
SERVIÇO TROCAR HOMOCINETICA L.E;;;
SERVIÇO ELÉTRICO ARLA;;;
SERVIÇO TROCAR SENSOR ABS DIANTEIRO L.D;;;
SERVIÇO REGENERAÇÃO ARLA;;;
SERVIÇO ELETRICA E ILUMINAÇÃO;;;
SERVIÇO LAVA JATO;;;
SERVIÇO DE INST. CHAVE GERAL;;;
SERV. DE CONFECÇÃO DE CX DE DISTRIB. DE COMANDO;;;
SERVIÇO RESET MODULO AIRBAG;;;
