id;IDCliente;ValorDocumento;NumeroDocumento;DataDocumento;Vencimento;Status;DataPagamento
385;38619;816,67;154B;14/10/2008;13/12/2008;PAID;15/12/2008
386;38619;816,66;154C;14/10/2008;12/01/2009;PAID;13/01/2009
539;38619;256,66;255A;24/11/2008;12/01/2009;PAID;13/01/2009
3385;38619;69;1928A;18/05/2010;17/06/2010;PAID;18/06/2010
4389;38619;140;2584A;16/11/2010;16/12/2010;PAID;17/12/2010
4874;38619;260;2888A;14/02/2011;12/03/2011;PAID;15/03/2011
330;38618;201;116A;01/10/2008;31/10/2008;PAID;06/11/2008
1611;38618;267;890A;30/06/2009;30/07/2009;PAID;04/08/2009
1651;38618;287;918A;08/07/2009;07/08/2009;PAID;11/08/2009
41;38617;276,5;2182563784-0-1;19/08/2008;30/08/2008;PAID;12/09/2008
1451;38617;78;785A;21/05/2009;20/06/2009;PAID;23/06/2009
1530;38617;28;834A;08/06/2009;08/07/2009;PAID;14/07/2009
2408;38617;249;1380A;07/12/2009;06/01/2010;PAID;14/01/2010
2462;38617;176;1410A;14/12/2009;13/01/2010;PAID;19/01/2010
2850;38617;134;1645A;08/03/2010;02/04/2010;PAID;08/04/2010
3044;38617;104;1763A;05/04/2010;05/05/2010;PAID;19/05/2010
3109;38617;10;1796A;15/04/2010;15/05/2010;PAID;19/05/2010
3231;38617;286;1851A;30/04/2010;29/05/2010;PAID;07/06/2010
4183;38617;96;2446A;08/10/2010;07/11/2010;PAID;17/11/2010
4223;38617;98;2474A;14/10/2010;13/11/2010;PAID;25/11/2010
4295;38617;156;2513A;26/10/2010;25/11/2010;PAID;02/12/2010
4441;38617;32;2614A;29/11/2010;29/12/2010;PAID;04/01/2011
4474;38617;260;2639A;03/12/2010;29/12/2010;PAID;04/01/2011
4475;38617;260;2639B;03/12/2010;17/01/2011;PAID;25/01/2011
4476;38617;260;2639C;03/12/2010;01/02/2011;PAID;09/02/2011
4912;38617;116;2922A;21/02/2011;23/03/2011;PAID;29/03/2011
4920;38617;205;2927A;25/02/2011;27/03/2011;PAID;29/03/2011
6664;38617;32;3863A;19/12/2011;20/01/2012;PAID;23/01/2012
7361;38617;200;4185A;02/04/2012;28/04/2012;PAID;08/05/2012
7362;38617;200;4185B;02/04/2012;13/05/2012;PAID;22/05/2012
7639;38617;35;4310A;21/05/2012;15/06/2012;PAID;20/06/2012
7669;38617;32;4334A;28/05/2012;22/06/2012;PAID;28/06/2012
7810;38617;141;4409A;18/06/2012;18/07/2012;PAID;24/07/2012
7811;38617;141;4409B;18/06/2012;02/08/2012;PAID;10/08/2012
8715;38617;39;4872A;19/11/2012;12/12/2012;PAID;13/12/2012
8755;38617;31;4896A;26/11/2012;23/12/2012;PAID;28/12/2012
9217;38617;49;5127A;08/02/2013;08/02/2013;PAID;13/03/2013
9801;38617;46;5435A;20/05/2013;11/06/2013;PAID;14/06/2013
10423;38617;68;5720A;27/08/2013;26/09/2013;PAID;18/10/2013
12177;38617;27;6548A;05/09/2014;29/09/2014;PAID;15/10/2014
12539;38617;85;6761A;05/11/2014;03/12/2014;PAID;17/12/2014
13227;38617;276;7136A;03/03/2015;02/04/2015;PAID;17/04/2015
13235;38617;225;7141A;04/03/2015;03/04/2015;PAID;17/04/2015
13236;38617;225;7141B;04/03/2015;18/04/2015;PAID;11/05/2015
13880;38617;234;7495A;22/06/2015;16/07/2015;PAID;29/07/2015
14235;38617;80;7661A;13/08/2015;10/09/2015;PAID;24/09/2015
16285;38617;96;8703A;24/06/2016;22/07/2016;PAID;11/08/2016
19533;38617;256;10056A;29/08/2017;10/09/2017;PAID;25/09/2017
19560;38617;256;10121A;30/08/2017;10/09/2017;PAID;25/09/2017
19534;38617;256;10056B;29/08/2017;25/09/2017;PAID;11/10/2017
19561;38617;256;10121B;30/08/2017;25/09/2017;PAID;11/10/2017
35852;38617;439;17086A;28/08/2023;28/08/2023;PAID;28/08/2023
31718;38617;450;15309A;02/06/2022;02/06/2022;PENDING;
37175;38617;296;17698A;13/12/2023;13/12/2023;PENDING;
1553;38616;215;851A;16/06/2009;16/07/2009;PAID;17/07/2009
1914;38616;85;1081A;05/09/2009;05/10/2009;PAID;06/10/2009
2265;38616;139;1296A;12/11/2009;12/12/2009;PAID;15/12/2009
3002;38616;27;1740A;30/03/2010;20/04/2010;PAID;22/04/2010
3214;38616;39;1844A;28/04/2010;26/05/2010;PAID;27/05/2010
3666;38616;87;2100A;01/07/2010;22/07/2010;PAID;23/07/2010
3797;38616;50;2213A;02/08/2010;30/08/2010;PAID;14/09/2010
3960;38616;85;2309A;30/08/2010;24/09/2010;PAID;17/11/2010
7021;38616;92;4004A;07/02/2012;02/03/2012;PAID;06/03/2012
7022;38616;92;4031A;07/02/2012;02/03/2012;PAID;06/03/2012
7027;38616;92;4034A;08/02/2012;02/03/2012;PAID;06/03/2012
7292;38616;475;4146A;19/03/2012;12/04/2012;PAID;13/04/2012
7880;38616;265;4442A;02/07/2012;26/07/2012;PAID;26/07/2012
7881;38616;265;4442B;02/07/2012;10/08/2012;PAID;14/08/2012
13191;38616;240;7100A;23/02/2015;20/03/2015;PAID;19/03/2015
14438;38616;148;7671A;14/09/2015;14/09/2015;PAID;14/09/2015
15150;38616;98;8123A;04/01/2016;27/01/2016;PAID;26/01/2016
18307;38616;98;9571A;12/04/2017;25/04/2017;PAID;27/04/2017
18291;38616;96;9615A;11/04/2017;09/05/2017;PAID;09/05/2017
18296;38616;98;9619A;11/04/2017;09/05/2017;PAID;09/05/2017
18477;38616;238;9660A;04/05/2017;23/05/2017;PAID;23/05/2017
18608;38616;59;9723A;16/05/2017;07/06/2017;PAID;06/06/2017
18734;38616;34;9770A;30/05/2017;16/06/2017;PAID;16/06/2017
18895;38616;120;9870A;16/06/2017;14/07/2017;PAID;17/07/2017
19132;38616;98;9925A;21/07/2017;01/08/2017;PAID;31/07/2017
19551;38616;60;10109A;30/08/2017;18/09/2017;PAID;18/09/2017
19685;38616;48;10151A;14/09/2017;04/10/2017;PAID;04/10/2017
19960;38616;100;10283A;10/10/2017;04/11/2017;PAID;04/11/2017
21228;38616;86;10724A;27/03/2018;05/04/2018;PAID;03/04/2018
22601;38616;298;11289A;09/10/2018;19/10/2018;PAID;19/10/2018
25690;38616;78;12560A;27/11/2019;10/12/2019;PAID;10/12/2019
26811;38616;116;13009A;19/05/2020;03/06/2020;PAID;03/06/2020
27495;38616;129;13319A;02/09/2020;25/09/2020;PAID;25/09/2020
27846;38616;110;13512A;19/10/2020;13/11/2020;PAID;13/11/2020
30036;38616;78;14515A;30/08/2021;16/09/2021;PAID;16/09/2021
30870;38616;249;14896A;01/02/2022;28/02/2022;PAID;02/03/2022
30946;38616;249;14928A;10/02/2022;09/03/2022;PAID;09/03/2022
31080;38616;116;14990A;04/03/2022;30/03/2022;PAID;30/03/2022
31686;38616;79;15290A;27/05/2022;23/06/2022;PAID;21/06/2022
33806;38616;89;16217A;15/02/2023;08/03/2023;PAID;07/03/2023
34651;38616;298;16562A;05/05/2023;01/06/2023;PAID;01/06/2023
18365;38616;290;9647A;19/04/2017;09/05/2017;PENDING;
18409;38616;194;9661A;25/04/2017;09/05/2017;PENDING;
18410;38616;194;9662A;25/04/2017;09/05/2017;PENDING;
943;38614;64;473A;11/02/2009;05/03/2009;PAID;06/03/2009
3980;38614;50;2315A;30/08/2010;25/09/2010;PAID;17/11/2010
30069;38614;560;14543A;02/09/2021;02/09/2021;PAID;02/09/2021
16376;38614;145;8732A;08/07/2016;04/08/2016;PENDING;
16377;38614;145;8732B;08/07/2016;19/08/2016;PENDING;
16378;38614;145;8732C;08/07/2016;03/09/2016;PENDING;
19971;38614;300;10296A;10/10/2017;10/10/2017;PENDING;
21195;38614;800;10779A;23/03/2018;23/03/2018;PENDING;
24090;38614;667;11997A;02/05/2019;02/05/2019;PENDING;
18732;38613;205;9765A;30/05/2017;15/06/2017;PAID;20/06/2017
1022;38612;188;517A;26/02/2009;28/03/2009;PAID;31/03/2009
7564;38612;270;4282A;08/05/2012;07/06/2012;PAID;20/06/2012
7778;38612;539;4389A;13/06/2012;13/06/2012;PAID;20/06/2012
7682;38612;260;4343A;30/05/2012;29/06/2012;PAID;03/07/2012
1120;38608;432;576A;16/03/2009;12/04/2009;PAID;14/04/2009
46;38606;129;2182563789-1-1;19/08/2008;30/08/2008;PAID;12/09/2008
4350;38606;1430,67;2556A;06/11/2010;04/12/2010;PAID;08/12/2010
4351;38606;1430,67;2556B;06/11/2010;01/01/2011;PAID;04/01/2011
4352;38606;1430,66;2556C;06/11/2010;29/01/2011;PAID;01/02/2011
2485;38605;120;1424A;19/12/2009;18/01/2010;PAID;19/01/2010
4531;38605;65;2679A;13/12/2010;06/01/2011;PAID;10/01/2011
28104;38605;138;13643A;19/11/2020;16/12/2020;PAID;15/12/2020
28370;38605;78;13711A;22/12/2020;30/12/2020;PAID;30/12/2020
32887;38605;220;15810A;01/11/2022;28/11/2022;PAID;28/11/2022
33803;38605;280;16213A;15/02/2023;15/03/2023;PAID;14/03/2023
33804;38605;280;16213B;15/02/2023;14/04/2023;PAID;14/04/2023
36357;38605;98;17320A;10/10/2023;06/11/2023;PAID;06/11/2023
380;38604;241,33;150A;14/10/2008;12/11/2008;PAID;18/11/2008
382;38604;241,34;150C;14/10/2008;12/12/2008;PAID;13/12/2008
381;38604;241,33;150B;14/10/2008;27/11/2008;PAID;18/12/2008
391;38603;521;125A;15/10/2008;02/11/2008;PAID;04/11/2008
688;38601;230;328A;18/12/2008;17/01/2009;PAID;23/01/2009
3190;38601;454;1823A;26/04/2010;12/05/2010;PAID;14/05/2010
3191;38601;454;1823B;26/04/2010;12/06/2010;PAID;15/06/2010
3192;38601;454;1823C;26/04/2010;12/07/2010;PAID;13/07/2010
3887;38601;67;2270A;18/08/2010;15/09/2010;PAID;17/09/2010
4051;38601;43;2233A;14/09/2010;05/09/2010;PAID;17/09/2010
5497;38601;87;3284A;13/06/2011;04/07/2011;PAID;19/07/2011
5671;38601;98;3404A;25/07/2011;22/08/2011;PAID;23/08/2011
5770;38601;35;3462A;15/08/2011;11/09/2011;PAID;14/09/2011
5970;38601;19;3566A;19/09/2011;28/09/2011;PAID;30/09/2011
6425;38601;192,5;3754A;14/11/2011;08/12/2011;PAID;06/12/2011
6426;38601;192,5;3754B;14/11/2011;23/12/2012;PAID;22/12/2011
6820;38601;239;3925A;09/01/2012;04/02/2012;PAID;07/02/2012
6821;38601;239;3925B;09/01/2012;19/02/2012;PAID;23/02/2012
7471;38601;186,5;4237A;23/04/2012;16/05/2012;PAID;18/05/2012
7472;38601;186,5;4237B;23/04/2012;01/06/2012;PAID;05/06/2012
9855;38601;239;5465A;27/05/2013;25/06/2013;PAID;26/06/2013
2939;38600;114;1705A;22/03/2010;15/04/2010;PAID;19/04/2010
991;38598;222;496A;17/02/2009;19/03/2009;PAID;30/03/2009
992;38598;222;496B;17/02/2009;03/04/2009;PAID;07/04/2009
1489;38598;111;810A;01/06/2009;01/07/2009;PAID;02/07/2009
1629;38598;42;904A;06/07/2009;02/08/2009;PAID;04/08/2009
1778;38598;74;994A;10/08/2009;02/09/2009;PAID;03/09/2009
1900;38598;89;1071A;01/09/2009;01/10/2009;PAID;06/10/2009
1982;38598;250;1133A;21/09/2009;21/10/2009;PAID;22/10/2009
2015;38598;573;1159A;28/09/2009;28/10/2009;PAID;29/10/2009
2168;38598;35;1238A;26/10/2009;25/11/2009;PAID;26/11/2009
2266;38598;54;1297A;12/11/2009;12/12/2009;PAID;15/12/2009
2516;38598;113;1439A;23/12/2009;22/01/2010;PAID;26/01/2010
3705;38598;12;2141A;12/07/2010;26/07/2010;PAID;27/07/2010
3854;38598;112;2249A;11/08/2010;10/09/2010;PAID;14/09/2010
3943;38598;50;2294A;24/08/2010;23/09/2010;PAID;17/11/2010
4506;38598;130;2664A;06/12/2010;05/01/2011;PAID;05/01/2011
4843;38598;33;2861A;07/02/2011;16/02/2011;PAID;17/02/2011
4795;38598;190,5;2830A;31/01/2011;27/02/2011;PAID;01/03/2011
5040;38598;190,5;2830B;18/03/2011;14/03/2011;PAID;21/03/2011
5536;38598;20;3313A;27/06/2011;20/07/2011;PAID;22/07/2011
6853;38598;20;3952A;16/01/2012;02/02/2012;PAID;07/02/2012
8759;38598;61;4890A;26/11/2012;23/12/2012;PAID;27/12/2012
9638;38598;39;5358A;22/04/2013;19/05/2013;PAID;23/05/2013
16146;38598;169;8624A;31/05/2016;28/06/2016;PAID;28/06/2016
16758;38598;65;8899A;31/08/2016;27/09/2016;PAID;27/09/2016
13143;38598;26;7092A;13/02/2015;06/03/2015;PENDING;
13196;38598;28;7118A;25/02/2015;25/02/2015;PENDING;
13558;38598;40;7222A;24/04/2015;30/04/2015;PENDING;
13928;38596;98;7509A;30/06/2015;24/07/2015;PAID;24/07/2014
12042;38596;90;6478A;11/08/2014;06/09/2014;PAID;08/09/2014
12043;38596;227;6489A;11/08/2014;06/09/2014;PAID;08/09/2014
12064;38596;227;6495A;18/08/2014;08/09/2014;PAID;08/09/2014
12072;38596;29;6506A;18/08/2014;12/09/2014;PAID;08/09/2014
12189;38596;128;6567A;08/09/2014;02/10/2014;PAID;02/10/2014
12256;38596;256;6586A;16/09/2014;10/10/2014;PAID;10/10/2014
12394;38596;256;6674A;07/10/2014;10/10/2014;PAID;10/10/2014
12292;38596;296;6616A;22/09/2014;18/10/2014;PAID;20/10/2014
12622;38596;68;6814A;18/11/2014;16/12/2014;PAID;20/10/2014
12389;38596;640;6663A;06/10/2014;02/11/2014;PAID;03/11/2014
12533;38596;118;6739A;03/11/2014;25/11/2014;PAID;25/11/2014
12592;38596;43;6797A;13/11/2014;04/12/2014;PAID;15/12/2014
12715;38596;111;6855A;26/11/2014;15/12/2014;PAID;15/12/2014
12752;38596;920;6849A;01/12/2014;25/12/2014;PAID;26/12/2014
12753;38596;920;6849B;01/12/2014;09/01/2015;PAID;09/01/2015
12937;38596;98;6976A;07/01/2015;06/02/2015;PAID;06/02/2015
12965;38596;80;6995A;12/01/2015;09/02/2015;PAID;06/02/2015
12971;38596;178;6998A;12/01/2015;06/02/2015;PAID;06/02/2015
13335;38596;79;7181A;24/03/2015;16/04/2015;PAID;16/04/2015
13632;38596;350;7363A;12/05/2015;09/06/2015;PAID;09/06/2015
13633;38596;89;7364A;12/05/2015;09/06/2015;PAID;09/06/2015
13672;38596;439;7388A;18/05/2015;09/06/2015;PAID;09/06/2015
14006;38596;78;7547A;13/07/2015;10/08/2015;PAID;05/08/2015
14040;38596;32;7561A;15/07/2015;05/08/2015;PAID;05/08/2015
14065;38596;110;7577A;20/07/2015;05/08/2015;PAID;05/08/2015
1105;38595;620;573A;12/03/2009;09/04/2009;PAID;09/04/2009
12244;38595;720;6597A;16/09/2014;11/10/2014;PAID;13/10/2014
13075;38595;135;7044A;02/02/2015;02/03/2015;PAID;02/03/2015
13629;38595;174;7350A;11/05/2015;03/06/2015;PAID;02/06/2015
1028;38594;62;520A;27/02/2009;29/03/2009;PAID;31/03/2009
1671;38594;89;925A;13/07/2009;05/08/2009;PAID;04/09/2009
4159;38594;140;2429A;01/10/2010;01/10/2010;PAID;17/11/2010
16752;38594;300;8906A;31/08/2016;31/08/2016;PENDING;
1179;38593;53;618A;27/03/2009;26/04/2009;PAID;28/04/2009
1235;38593;101;649A;06/04/2009;01/05/2009;PAID;05/05/2009
1463;38592;265;791A;22/05/2009;21/06/2009;PAID;23/06/2009
1582;38592;59;874A;29/06/2009;29/07/2009;PAID;30/07/2009
1614;38592;95;893A;30/06/2009;30/07/2009;PAID;03/08/2009
3579;38592;290;2040A;14/06/2010;10/07/2010;PAID;20/07/2010
3759;38592;64;2182A;26/07/2010;22/08/2010;PAID;24/08/2010
4360;38592;362;2562A;08/11/2010;08/12/2010;PAID;14/12/2010
4496;38592;190;2656A;03/12/2010;02/01/2011;PAID;04/01/2011
4634;38592;80;2742A;04/01/2011;20/01/2011;PAID;25/01/2011
5203;38592;260;3089A;18/04/2011;14/05/2011;PAID;19/05/2011
5968;38592;43;3564A;19/09/2011;13/10/2011;PAID;14/10/2011
6079;38592;130;3619A;03/10/2011;29/10/2011;PAID;01/11/2011
6283;38592;120;3705A;31/10/2011;24/11/2011;PAID;25/11/2011
8288;38592;190;4637A;03/09/2012;29/09/2012;PAID;02/10/2012
8932;38592;130;4987A;26/12/2012;11/01/2013;PAID;16/01/2013
9416;38592;275;5225A;11/03/2013;05/04/2013;PAID;09/04/2013
9641;38592;98;5361A;23/04/2013;23/05/2013;PAID;23/05/2013
9808;38592;125;5443A;20/05/2013;19/06/2013;PAID;20/06/2013
10523;38592;98;5771A;16/09/2013;12/10/2013;PAID;06/01/2014
11549;38592;95;6273A;19/05/2014;16/06/2014;PAID;13/06/2014
12934;38592;116;6975A;07/01/2015;03/02/2015;PAID;02/02/2015
13358;38592;72;7210A;26/03/2015;25/04/2015;PAID;04/05/2015
14212;38592;38;7649A;10/08/2015;07/09/2015;PAID;08/09/2015
15070;38592;280;8092A;22/12/2015;19/01/2016;PAID;15/01/2016
15247;38592;78;8179A;21/01/2016;18/02/2016;PAID;18/02/2016
16020;38592;206;8567A;17/05/2016;14/06/2016;PAID;14/06/2016
16755;38592;790;8885A;31/08/2016;23/09/2016;PAID;23/09/2016
17047;38592;79;9051A;20/10/2016;17/11/2016;PAID;14/11/2016
18107;38592;86;9505A;13/03/2017;03/04/2017;PAID;03/04/2017
18312;38592;98;9582A;12/04/2017;27/04/2017;PAID;28/04/2017
18313;38592;86;9585A;12/04/2017;28/04/2017;PAID;28/04/2017
18367;38592;128;9616A;19/04/2017;09/05/2017;PAID;03/05/2017
19955;38592;180;10274A;10/10/2017;03/11/2017;PAID;01/11/2017
20174;38592;78;10322A;31/10/2017;22/11/2017;PAID;22/11/2017
20286;38592;90;10398A;22/11/2017;20/12/2017;PAID;21/12/2017
20313;38592;79;10413A;28/11/2017;26/12/2017;PAID;21/12/2017
20366;38592;169;10439A;06/12/2017;26/12/2017;PAID;21/12/2017
20698;38592;518;10546A;17/01/2018;07/02/2018;PAID;07/02/2018
21487;38592;98;10871A;07/05/2018;30/05/2018;PAID;04/06/2018
21861;38592;126;11017A;05/07/2018;26/07/2018;PAID;25/07/2018
21918;38592;68;11052A;16/07/2018;10/08/2018;PAID;10/08/2018
22250;38592;58;11150A;28/08/2018;07/09/2018;PAID;06/09/2018
22620;38592;59;11316A;10/10/2018;29/10/2018;PAID;26/10/2018
22622;38592;98;11333A;10/10/2018;29/10/2018;PAID;26/10/2018
23036;38592;58;11502A;12/12/2018;01/01/2019;PAID;02/01/2019
23157;38592;320;11541A;08/01/2019;14/01/2019;PAID;14/01/2019
23450;38592;58;11680A;05/02/2019;25/02/2019;PAID;22/02/2019
24003;38592;149;11884A;23/04/2019;26/04/2019;PAID;26/04/2019
24243;38592;59;12041A;20/05/2019;06/06/2019;PAID;06/06/2019
24838;38592;385;12249A;09/08/2019;24/08/2019;PAID;23/08/2019
25241;38592;132;12422A;10/10/2019;29/10/2019;PAID;27/11/2019
25261;38592;300;12469A;16/10/2019;13/11/2019;PAID;27/11/2019
25372;38592;198;12506A;28/10/2019;25/11/2019;PAID;27/11/2019
25381;38592;84;12512A;29/10/2019;26/11/2019;PAID;27/11/2019
25474;38592;59;12552A;11/11/2019;09/12/2019;PAID;27/11/2019
25635;38592;578;12600A;25/11/2019;28/11/2019;PAID;27/11/2019
28368;38592;285;13704A;22/12/2020;29/12/2020;PAID;28/12/2020
30525;38592;80;14725A;29/11/2021;17/12/2021;PAID;17/12/2021
30696;38592;168;14814A;28/12/2021;25/01/2022;PAID;25/01/2022
13904;38592;34;7508A;25/06/2015;09/07/2015;PENDING;
17088;38592;127;9004A;25/10/2016;02/11/2016;PENDING;
17445;38592;84;9209A;14/12/2016;04/01/2017;PENDING;
19512;38592;48;10108A;28/08/2017;28/08/2017;PENDING;
21557;38592;49;10919A;22/05/2018;22/05/2018;PENDING;
21587;38592;69;10928A;24/05/2018;24/05/2018;PENDING;
24455;38592;26;12136A;17/06/2019;17/06/2019;PENDING;
28075;38592;39;13649A;19/11/2020;19/11/2020;PENDING;
29987;38592;39;14518A;20/08/2021;20/08/2021;PENDING;
30983;38592;49;14955A;17/02/2022;17/02/2022;PENDING;
31111;38592;39;15013A;09/03/2022;09/03/2022;PENDING;
220;38591;99;59A;08/09/2008;06/10/2008;PAID;08/10/2008
299;38591;89;99A;19/09/2008;19/10/2008;PAID;22/10/2008
423;38591;87;179A;24/10/2008;23/11/2008;PAID;25/11/2008
602;38591;172;284A;04/12/2008;03/01/2009;PAID;07/01/2009
1316;38591;253;708A;23/04/2009;23/05/2009;PAID;26/05/2009
1358;38591;138;732A;04/05/2009;03/06/2009;PAID;06/06/2009
1432;38591;269,67;756A;18/05/2009;10/06/2009;PAID;15/06/2009
1433;38591;269,67;756B;18/05/2009;25/06/2009;PAID;26/06/2009
1434;38591;269,66;756C;18/05/2009;10/07/2009;PAID;14/07/2009
1540;38591;88;842A;12/06/2009;12/07/2009;PAID;16/07/2009
1652;38591;43;919A;08/07/2009;29/07/2009;PAID;18/08/2009
1889;38591;68;1064A;31/08/2009;30/09/2009;PAID;01/10/2009
2595;38591;95;1498A;12/01/2010;09/02/2010;PAID;10/02/2010
2596;38591;95;1498B;12/01/2010;16/02/2010;PAID;18/02/2010
3344;38591;65;1908A;14/05/2010;13/06/2010;PAID;02/07/2010
3516;38591;150;1993A;01/06/2010;30/06/2010;PAID;02/07/2010
4179;38591;39;2442A;06/10/2010;05/11/2010;PAID;17/11/2010
4603;38591;84;2722A;27/12/2010;26/01/2011;PAID;28/01/2011
5051;38591;155;3008A;21/03/2011;18/04/2011;PAID;26/04/2011
5052;38591;155;3008B;21/03/2011;02/05/2011;PAID;10/05/2011
5716;38591;62;3437A;08/08/2011;06/09/2011;PAID;28/09/2011
6077;38591;91;3617A;03/10/2011;28/10/2011;PAID;04/11/2011
6423;38591;69;3752A;14/11/2011;07/12/2011;PAID;20/12/2011
6900;38591;169;3961A;23/01/2012;15/02/2012;PAID;09/03/2012
7428;38591;135;4223A;16/04/2012;13/05/2012;PAID;18/05/2012
7529;38591;56;4266A;30/04/2012;27/05/2012;PAID;05/06/2012
7935;38591;52;4457A;10/07/2012;04/08/2012;PAID;14/08/2012
8249;38591;34;4622A;28/08/2012;18/09/2012;PAID;25/09/2012
8689;38591;68;4860A;12/11/2012;09/12/2012;PAID;11/12/2012
8718;38591;113;4877A;19/11/2012;13/12/2012;PAID;19/12/2012
8848;38591;58;4942A;10/12/2012;02/01/2013;PAID;08/01/2013
9334;38591;270;5191A;28/02/2013;30/03/2013;PAID;09/04/2013
9587;38591;128;5323A;15/04/2013;08/05/2013;PAID;21/05/2013
10150;38591;390;5587A;08/07/2013;04/08/2013;PAID;08/08/2013
10261;38591;74;5630A;29/07/2013;23/08/2013;PAID;17/09/2013
11664;38591;296;6322A;03/06/2014;01/07/2014;PAID;18/07/2014
14118;38591;221;7597A;24/07/2015;14/08/2015;PAID;20/08/2015
15075;38591;200;8078A;22/12/2015;14/01/2016;PAID;14/01/2016
15735;38591;72;8408A;06/04/2016;02/05/2016;PAID;02/05/2016
15763;38591;23;8427A;11/04/2016;02/05/2016;PAID;10/05/2016
17298;38591;113;9104A;22/11/2016;29/11/2016;PAID;14/12/2016
19426;38591;435;10050A;17/08/2017;06/09/2017;PAID;08/09/2017
19707;38591;124;10178A;14/09/2017;12/10/2017;PAID;17/10/2017
21455;38591;213;10865A;04/05/2018;24/05/2018;PAID;25/05/2018
24671;38591;79;12194A;22/07/2019;08/08/2019;PAID;09/08/2019
28366;38591;79;13708A;22/12/2020;29/12/2020;PAID;30/12/2020
29895;38591;211;14454A;03/08/2021;24/08/2021;PAID;25/08/2021
29968;38591;139;14473A;17/08/2021;01/09/2021;PAID;25/08/2021
31731;38591;240;15312A;06/06/2022;01/07/2022;PAID;04/07/2022
36773;38591;75,72;17481A;14/11/2023;21/11/2023;PAID;23/11/2023
36669;38591;161,68;17466A;06/11/2023;04/12/2023;PAID;06/12/2023
37233;38591;49;17734A;16/12/2023;16/12/2023;PAID;16/12/2023
11461;38591;108;6230A;26/04/2014;24/05/2014;PENDING;
13094;38591;110;7060A;03/02/2015;03/03/2015;PENDING;
826;38590;201;410A;16/01/2009;15/02/2009;PAID;05/03/2009
1913;38590;75;1080A;04/09/2009;04/10/2009;PAID;06/10/2009
3822;38590;64;2226A;05/08/2010;26/08/2010;PAID;22/09/2010
7522;38590;56;4256A;30/04/2012;26/05/2012;PAID;29/05/2012
7759;38590;182;4361A;11/06/2012;09/07/2012;PAID;20/07/2012
7760;38590;182;4361B;11/06/2012;24/07/2012;PAID;02/08/2012
8067;38590;32;4542A;06/08/2012;17/08/2012;PAID;21/08/2012
52;38588;140;2182563898-7-1;19/08/2008;04/09/2008;PAID;12/09/2008
81;38588;111;2182563934-7-1;19/08/2008;13/09/2008;PAID;16/09/2008
1315;38588;217;707A;23/04/2009;21/05/2009;PAID;22/05/2009
1498;38588;429,33;816A;01/06/2009;01/07/2009;PAID;07/07/2009
1499;38588;429,33;816B;01/06/2009;16/07/2009;PAID;17/07/2009
1500;38588;429,34;816C;01/06/2009;31/07/2009;PAID;03/08/2009
2820;38588;177,33;1639A;03/03/2010;02/04/2010;PAID;06/04/2010
2821;38588;177,33;1639B;03/03/2010;17/04/2010;PAID;20/04/2010
2822;38588;177,34;1639C;03/03/2010;02/05/2010;PAID;04/05/2010
4503;38588;307;2662A;06/12/2010;05/01/2011;PAID;10/01/2011
5703;38588;308,67;3426A;08/08/2011;28/08/2011;PAID;30/08/2011
5704;38588;308,67;3426B;08/08/2011;12/09/2011;PAID;13/09/2011
5800;38588;240;3474A;15/08/2011;12/09/2011;PAID;13/09/2011
5849;38588;254,5;3508A;29/08/2011;24/09/2011;PAID;27/09/2011
5705;38588;308,66;3426C;08/08/2011;27/09/2011;PAID;28/09/2011
5801;38588;240;3474B;15/08/2011;27/09/2011;PAID;28/09/2011
5850;38588;254,5;3508B;29/08/2011;09/10/2011;PAID;11/10/2011
6298;38588;424;3704A;31/10/2011;24/11/2011;PAID;25/11/2011
7211;38588;247;4099A;05/03/2012;01/04/2012;PAID;03/04/2012
7213;38588;247;4109A;05/03/2012;01/04/2012;PAID;03/04/2012
7212;38588;247;4099B;05/03/2012;15/04/2012;PAID;17/04/2012
7214;38588;247;4109B;05/03/2012;15/04/2012;PAID;17/04/2012
7389;38588;303,5;4194A;09/04/2012;04/05/2012;PAID;09/05/2012
7390;38588;303,5;4194B;09/04/2012;19/05/2012;PAID;22/05/2012
7391;38588;303,5;4194C;09/04/2012;03/06/2012;PAID;06/06/2012
8186;38588;244;4592A;20/08/2012;15/09/2012;PAID;18/09/2012
8187;38588;244;4592B;20/08/2012;01/10/2012;PAID;02/10/2012
8412;38588;203;4711A;24/09/2012;20/10/2012;PAID;23/10/2012
8676;38588;332;4850A;12/11/2012;01/12/2012;PAID;13/12/2012
8794;38588;58;4919A;03/12/2012;27/12/2012;PAID;28/12/2012
9135;38588;632,67;5080A;28/01/2013;21/02/2013;PAID;22/02/2013
9136;38588;632,67;5080B;28/01/2013;23/03/2013;PAID;26/03/2013
9137;38588;632,66;5080C;28/01/2013;22/04/2013;PAID;23/04/2013
10108;38588;320,5;5565A;01/07/2013;25/07/2013;PAID;26/07/2013
10109;38588;320,5;5565B;01/07/2013;25/08/2013;PAID;29/08/2013
11207;38588;524;6117A;05/03/2014;04/04/2014;PENDING;
11208;38588;524;6117B;05/03/2014;19/04/2014;PENDING;
2053;38587;50;1182A;05/10/2009;04/11/2009;PAID;06/11/2009
2782;38587;57;1576A;24/02/2010;03/03/2010;PAID;08/03/2010
4013;38587;44;2341A;09/09/2010;30/09/2010;PAID;17/11/2010
