CodigoDoProduto;CodigoDoProdutoI;Referencia;Codigo_barra;id;NomeProduto;Marca;Unidade;Localizacao;Preco1;PrecoCusto;CodigoDoFornecedor;EstoqueMinimo;EstoqueMaximo;Estoque;Complemento;NCM;CodigoDoGrupo
"SYL207000	";;15966288434;;;SAPATA DE FREIO PEUGEOT 207/1.4 /1.6 TRASEIRA;SYL;UN;"	R2 P6 LA - 16";90;42,69;;0;0;2;;;
"SYL2130	";;15975990597;;;PASTILHA FREEMONT 2.4 2011...;SYL;UN;"	R2 P3 LA - 01";210;0;;0;0;1;;;
"SYL2130	";;15975990597;;;PASTILHA FREEMONT 2.4 2011...;SYL;UN;"	R2 P3 LA - 01";210;0;;0;0;1;;;
"B270500	";;15035159864;;;PARAFUSO DO CABEÇOTE DO PALIO 1.0/1.3 8V FIRE SIMILAR CABFI01/760720-78455;TARANTO;UN;"	R4 P5 LA - 03";120;57,18;;0;0;3;;73181500;
"TC1492	";;15941658231;;;CHICOTE 1 VIA INTERRUPTOR DE OLEO FIESTA 2002/..MODELO ENGATE RAPIDO;TC;UN;"	";30;9,43;;2;4;3;;;
"ARALDITE	";;14623573620;;;ADESIVO ARALDITE PROFISSIONAL TEKBOND 90 MINUTOS;TEKBOND;UN;"	";40;0;;0;0;0;;;
"N2123	";;16064683826;;;LENTE C/ BASE VIDRO STILO LE;TROQUE FACIL;UN;"	";40;0;;0;0;0;;;
"RCCD01530	";;14539654062;;;CILINDRO MESTRE PALIO/SIENA/STRADA/FIORINO 98/...TRW SIMILAR 5785;TRW;UN;"	R1 P2 LA - 02";180;90,25;;0;0;12;;87083090;
"JTSB0004	";;15874780634;;;BIELETA ASTRA/VECTRA/ZAFIRA;TRW;UN;"	";75;0;;0;0;0;;87088000;
"T030061	";;16425458837;;;FLANGE DA BOMBA DE COMBUSTIVEL I30 2009 A 2012 GASOLINA;TSA;UN;"	G3 R3 P3 LA - 30";130;63,42;;0;0;1;;84139190;
"T030023	";;16150041739;;;FLANGE DA BOMBA DE COMBUSTIVEL ASTRA TODOS 99/04 ZAFIRA TODOS 01/04 GASOLINA;TSA;UN;"	G3 R3 P3 LA - 19";65;0;;0;0;0;;;
"26158	";;15901875292;;;CADO DE CAPO CLIO 2000/...COM ALAVANCA;TUBA;UN;"	";120;0;;0;0;1;;87089990;
"TB6013	";;15941816091;;;CABO DE ACELERADOR UNO/FIORINO/ELBA/PREMIO 1.6 ARGENTINO 92/...;TUBA;UN;"	";60;0;;0;0;0;;87089990;
"5X16 CURVO 90 GRAUS	";;16172410024;;;CONECTOR DO FILTRO DE COMBUSTIVEL CURVO FINO 5X16-CORSA/CELTA/GOL/VOYAGE/POLO/206//C3/CLIO;UNIVERSAL;UN;"	";25;0;;0;0;12;;;
"VC162A	";;15901178778;;;TUBO DO COLETOR ONIX/PRISMA/SPIN/COBALT TODOS;VALCLEI;UN;"	R1 P3 LA - 29";40;17,12;;0;0;4;;39174090;
"44079	";;15906519145;;;SENSOR DE TEMPERATURA PEUGEOT/CITROEN 206/307/406/LAGUNA/XSARA/PICASSO;VALCLEI;UN;"	G2 R2 P3 LB - 23";100;41,7;;0;0;1;;90328982;
"VC158C	";;16039198679;;;CONEXAO DO RADIADOR FOX/POLO/SPACEFOX 02/....;VALCLEI;UN;"	R1 P3 LA - 31";70;39,24;;0;0;3;;;
"VC158C	";;16039198679;;;CONEXAO DO RADIADOR FOX/POLO/SPACEFOX 02/....;VALCLEI;UN;"	R1 P3 LA - 31";70;39,24;;0;0;3;;;
"VBL0358	";;16017303698;;;KIT CAPA DA CORREIA DENTA PALIO/SIENA 2001/..FIRE;VBL;UN;"	G2 R3 P2 LB - 03";70;0;;0;0;2;;;
"VBL0358	";;16017303698;;;KIT CAPA DA CORREIA DENTA PALIO/SIENA 2001/..FIRE;VBL;UN;"	G2 R3 P2 LB - 03";70;0;;0;0;2;;;
"WR200/2	";;15120568970;;;FILTRO AR DOBLO 1.4/1.6;WEGA;UN;"	R4 P4 LA - 17";60;0;;0;0;0;;;
"JF0H01	";;15853598236;;;FILTRO DE OLEO ACCENT/COUPE/CRETA/ELANTRA/HB20 1.6/I30/IX35/SANTAFE/SONATA/TUCSON/VELOSTER/SORENTO/SPORTAGE/ 72X86;WEGA;UN;"	";35;0;;0;0;1;;;
"AKX2161	";;16019214398;;;FILTRO DE AR DE CABINE ETIOS 2013/...;WEGA;UN;"	G3 R2 P1 LA - 30";35;17,27;;0;0;2;;;
"WOE221	";;15993683574;;;FILTRO DE OLEO BMW X1/X3/X5/X6 2005/...;WEGA;UN;"	R4 P1 LB - 04";80;33,52;;0;0;1;;;
"FAP3262	";;16245526650;;;FILTRO DE AR DO MOTOR VECTRA 97/...2.0/2.2 GASOLINA SIMILAR LX614;WEGA;UN;"	R4 P3 LB - 45";40;18,66;;0;0;0;;87089990;
"AKX3536	";;16244909920;;;FILTRO DE CABINE CORSA/CELTA/PRISMA/AGILE TODOS COM AR 94/...WEGA-SIMILAR-LA11 CF5475;WEGA;UN;"	R3 P9 LB - 10";30;9,96;;0;0;2;;84213990;
"AKX2161	";;16019214398;;;FILTRO DE AR DE CABINE ETIOS 2013/...;WEGA;UN;"	G3 R2 P1 LA - 30";35;17,27;;0;0;2;;;
"WOE221	";;15993683574;;;FILTRO DE OLEO BMW X1/X3/X5/X6 2005/...;WEGA;UN;"	R4 P1 LB - 04";80;33,52;;0;0;1;;;
"2018874	";;16358050816;;;COXIM DO CAMBIO TRASEIRO I30;SOUZA CAR;UN;"	";300;0;;0;0;0;;;
"	";;16351657575;;;KIT AMORTECEDOR FIT/;SOUZA CAR;UN;"	";140;0;;0;0;0;;;
"	";;16339653295;;;PASTA LIMPEZA A SECO VELLP 420 GR;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"8361	";;16335741752;;;BUCHA ESTABILZADORA SENTRA 2014/...;SOUZA CAR;UN;"	";80;0;;0;0;0;;;
"05918BRA	";;16331466042;;;RETENTOR COMANDO MEGANE;SOUZA CAR;UN;"	";40;0;;0;0;0;;;
"	";;16329809957;;;LAMAPADSA;SOUZA CAR;UN;"	";5;0;;0;0;0;;;
" GP203001	";;16388216011;;;AMORTECEDOR DIANTEIRO DUSTER 2012/...;SOUZA CAR;UN;"	";750;0;;0;0;0;;;
"TDI1156	";;16388216010;;;TERMINAL DUSTER 2013/...;SOUZA CAR;UN;"	";130;0;;0;0;0;;;
"	";;16373667191;;;SONDA LAMBDA POS;SOUZA CAR;UN;"	";290;0;;0;0;0;;;
"	";;16373667190;;;SONDA LAMBDA HB20 PRE;SOUZA CAR;UN;"	";280;0;;0;0;0;;;
"LXPS19W	";;16460370322;;;LAMPADA HALOGENA PS19W 12V 19W;SOUZA CAR;UN;"	";45;0;;0;0;4;;;
"LXHB39005PR	";;16460369874;;;LAMPDA HALOGENA HB3 12V 60W;SOUZA CAR;UN;"	";35;0;;0;0;10;;;
"	";;16430552866;;;BI0165MM;SOUZA CAR;UN;"	";0;0;;0;0;0;;;
"201670	";;16430004838;;;BOMBA OLEO MAREA;SOUZA CAR;UN;"	";2.380,00;0;;0;0;0;;;
"15	";;16479933175;;;FUSIVEL MINI 15 ELEMENTO CURTO;SOUZA CAR;UN;"	";5;0;;0;0;10;;;
"RODO 18	";;14623633061;;;PALHETA RODO 18;SOUZA CAR;UN;"	";15;0;;0;0;0;;;
"	";;14623594292;;;VEDADOR DO ANTI CHAMA SANTANA;SOUZA CAR;UN;"	";0;0;;0;0;0;;;
"135SHPN170	";;14615370115;;;CORREIA DENTADA PALIO/SIENA/STRADA 1.5 96/00;SOUZA CAR;UN;"	";60;0;;0;0;0;;;
"	";;14614327746;;;CAVALETE GOL ;SOUZA CAR;UN;"	";50;0;;0;0;0;;;
"	";;14608648896;;;TUBO AGUA DA SPIN;SOUZA CAR;UN;"	";60;0;;0;0;0;;;
"	";;14605779972;;;TUBO AGUA DO GOL 1.0 8/16;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"TR1555	";;14605304798;;;MANG RESPIRO CORSA/ CELTA/PRISMA/AGILE/COBALT TRAIL;SOUZA CAR;UN;"	";26;0;;0;0;0;;;
"BN056BAP	";;14590955810;;;JUNTA CABEÇOTE VW PASSAT/VOYAGE/ GOL1.500 MOTOR MB;SOUZA CAR;UN;"	";55;0;;0;0;1;;;
"05266BRAGF	";;14568274230;;;RETENTOR DA BOMBA DE OLEO DO FIRE 1.0/1.3 8V;SOUZA CAR;UN;"	";30;0;;0;0;2;;;
"	";;14566580456;;;CABO DO CAPO UNO/FIORINO;SOUZA CAR;UN;"	";50;0;;0;0;0;;;
"	";;14549944191;;;CARREGADOR DE CELULAR;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"AVX11241	";;14547690896;;;LAMPADA PINGAO IP2825;SOUZA CAR;UN;"	";5;0,42;;15;150;0;;85392910;
"A70	";;14547690895;;;ADITIVO PARA RADIADOR ROSA;SOUZA CAR;UN;"	";15;0;;0;0;0;;;
"131945BP	";;14541944329;;;JUNTA  DE CARTER DO FIESTA/ECOSPORT ZETEC;SOUZA CAR;UN;"	";70;25,3;;0;0;1;;;
"	";;14513221721;;;FILTRO DE CDOMBUSTIVEL CORSA/CELTA/PRISMA;SOUZA CAR;UN;"	";17;0;;0;0;0;;;
"40178	";;14496152728;;;KIT AMORTECEDOR TRASEIRO TRES JOLY FOX/CROSSFOX/POLO 03/;SOUZA CAR;UN;"	";32;0;;0;0;0;;;
"MYR1021/2	";;14494653426;;;PORTA ESCOVA FIAT/VW/FORD;SOUZA CAR;UN;"	";30;0;;0;0;0;;;
"8227	";;14484624179;;;MANG.LION SUP. RAD. UNO (EM L);SOUZA CAR;UN;"	";32;0;;0;0;17;;;
"53202	";;14484323142;;;MANG. RESP. TRES JOLY CELTA 03/08;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"	";;14473489162;;;SELANTE DE RADIADOR ;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"	";;14472377287;;;PIVO DO SANTANA 91/... LE C/DC;SOUZA CAR;UN;"	";60;0;;0;0;0;;;
"	";;14472377284;;;BANDEJA DO SANTANA LD/LE 91/...;SOUZA CAR;UN;"	";130;0;;0;0;0;;;
"	";;14456518211;;;TAMPA OLEO FIRE;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"1310123	";;14456518210;;;MANGUEIRA DO TBI FIRE 1.4 2007/...;SOUZA CAR;UN;"	";38;0;;0;0;0;;;
"41051	";;14455447857;;;COIFA HOMOCINETICA DO MONZA LC;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"	";;14454613119;;;COLA DE SILICONE ALTA TEMPERATURA PRETO;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"PD3899	";;14448188577;;;TERMINAL DE DIREÇÃO DRIVEWAY SANTANA 84/06 PARATI 80/04 GOL G1/G2 LD/LE;SOUZA CAR;UN;"	R4-LA-I02";45;0;;0;0;2;;;
"	";;14439268294;;;GRAXA BRANCA;SOUZA CAR;UN;"	";6;0;;0;0;0;;;
"C6	";;14437966179;;;KIT LED H4 C6;SOUZA CAR;UN;"	BALCAO";130;0;;0;0;0;;;
"1310113	";;14437966176;;;MANGUEIRA DO TBI FIRE 2005/...;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"	";;14437966174;;;CHICOTE DO H4;SOUZA CAR;UN;"	";6;0;;0;0;0;;;
"T5	";;14425859054;;;ADITIVO  ROSA CONCENTRADO 9041 T-5;SOUZA CAR;UN;"	";15;3,99;;0;0;80;;;
"	";;14423350510;;;REGISTRO DO RADIADOR PALIO/UNO;SOUZA CAR;UN;"	";15;0;;0;0;0;;;
"LB55	";;14423028479;;;FILTRO OLEO DO FIRE UNO/STRADA/FIORINO/PALIO 1.0/1.3/1.4;SOUZA CAR;UN;"	";20;0;;0;0;9;;84212300;
"	";;14421032107;;;BOMBA AGUA DO GOL 1.0 16V;SOUZA CAR;UN;"	";122;0;;0;0;0;;;
"AT7080	";;14417314770;;;BOMBA OLEO DO FIRE 1.0 8V;SOUZA CAR;UN;"	";340;0;;0;0;0;;;
"	";;14402734096;;;MANGUEIRA DO RESPIRO DO PALIO FIRE 1.0/1.3 16V;SOUZA CAR;UN;"	";44;0;;0;0;0;;;
"20260	";;14402734094;;;MANGUEIRA DE COMBUSTIVEL CORRUGADA;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"02900	";;14400162457;;;RETENTOR TRASEIRO DO VIRABREQUIM ASTRA/ZAFIRA/MONZA/KADETT/VECTRA;SOUZA CAR;UN;"	R2 P3 LB - 35";90;0;;0;0;4;;0;
"M03374	";;14399797360;;;MANGUEIRA DO FILTRO DE AR DO FIRE 16V;SOUZA CAR;UN;"	";80;0;;0;0;0;;;
"	";;14399552818;;;BUCHA BANDEJA DO KADETT/MONZA/ASTRA 99/...;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"	";;14399552815;;;BUCHA DO PEQUENA DO FEIXE DE MOLAS;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"	";;14399552811;;;BUCHA GRANDE DO FEIXA DE MOLAS  STRADA ;SOUZA CAR;UN;"	";40;0;;0;0;0;;;
"	";;14385262448;;;sensor de nivel do celta 2010;SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"	";;14384818759;;;aditivo rosa;SOUZA CAR;UN;"	";10;0;;0;0;0;;;
"	";;14384818757;;;bieletas do evo;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"	";;14384818754;;;junta da tampa do fire 1.0 16v;SOUZA CAR;UN;"	";45;0;;0;0;0;;;
"	";;14384818751;;;RESERVATORIO DE AGUA FIRE EVO;SOUZA CAR;UN;"	";95;0;;0;0;0;;;
"FAP5303	";;16540844977;;;FILTRO DE AR MOTOR FIAT BRAVA;SOUZA CAR;UN;"	G3 R2 P2 LA - 22";50;0;;0;0;2;;;
"379094SP	";;16602806773;;;AMORTECEDOR TRASEIRO IDEA 2006;SOUZA CAR;UN;"	";350;0;;0;0;0;;;
"BICO DO PNEU	";;16585586827;;;BICO PNEU VALVULA;SOUZA CAR;UN;"	";5;0;;0;0;18;;;
"PLT12	";;15028615309;;;PALHETA SILICONE 12 CINOY;SOUZA CAR;UN;"	";20;0;;0;0;0;;85129000;
"	";;15028046287;;;MANOPOLA GM;SOUZA CAR;UN;"	";15;0;;0;0;0;;;
"15844	";;14948555024;;;15W40 MAXON OIL MINERAL;SOUZA CAR;UN;"	";25;374,9;;0;0;1;;;
"5310252300	";;14892972994;;;ROLAMENTO DA CORREIA DENTADA FOX/GOL/SAVEIRO/KOMBI/SPACEFOX/CROSSFOX/ MOTOR EA111 INA;SOUZA CAR;UN;"	R3-LB-E05";115;0;;0;0;1;;;
"AL1154	";;14885058948;;;HOMOCINETICA FOX;SOUZA CAR;UN;"	";220;0;;0;0;0;;;
"RI10026	";;14883424078;;;PALHETA 26MM RODO;SOUZA CAR;UN;"	";15;0;;0;0;0;;;
"TG050118	";;14883115524;;;PALHETA 18MM TIGERAUTO;SOUZA CAR;UN;"	";15;4,9;;0;0;6;;;
"80258	";;14881827290;;;PALHETA ESPECIFICA MERIVA 02/ ZAFIRA 00/ CONSTELLTATION VW 06/ MICRO 24X23;SOUZA CAR;UN;"	";90;0;;0;0;0;;;
"3182600111	";;14868842564;;;ATUADOR DE EMBREAGEM GM ASTRA/CORSA NOVO/CORSA FRENTE MONTANA/MONTANA/SPIN/ONIX/ZAFIRA/VECTRAN 3340;SOUZA CAR;UN;"	";200;0;;0;0;0;;87089300;
"MB11SETB	";;14818578428;;;LANTERNA PENDENTE;SOUZA CAR;UN;"	PAINEL";25;0;;0;0;0;;;
"PINO01	";;14781289222;;;PINO PEDAL FIESTA 2002/;SOUZA CAR;UN;"	";33;0;;0;0;0;;;
"494829	";;14779196073;;;BENDIX GM CORSA/MERIVA/PALIO/STILO/CELTA/ASTRA VALEO;SOUZA CAR;UN;"	G3 R3 P5 LA - 07";90;0;;0;0;0;;;
"RODO 23	";;14729485806;;;PALHETA RODO 23;SOUZA CAR;UN;"	";15;0;;0;0;0;;;
"	";;14717269955;;;SELE MOTOR FIRE 30MM;SOUZA CAR;UN;"	";4,5;0;;0;0;0;;;
"B04F639	";;14691040384;;;TRIZETA UNO;SOUZA CAR;UN;"	";70;0;;0;0;0;;;
"	";;14687131395;;;ATUADOR HIDRAULICO VALEO ASTRA/MERIVA/CORSA;SOUZA CAR;UN;"	";180;0;;0;0;0;;;
"WO548	";;14640391801;;;FILTRO OLEO MERCEDES C180 1.6 16V TURBO 2013/...;SOUZA CAR;UN;"	";85;0;;0;0;0;;;
"	";;14636028776;;;LAMPADA DE LED PINGAO;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"RPD1083	";;14634467537;;;COXIM TRASEIRO DO MOTOR DIREITO SUPERIOR CORSA 02/12/ MERIVA 02/12 E MONTANA 03... (49648);SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"	";;14633392774;;;FLANGE DA BOMBA COMBUSTIVEL PUNTO;SOUZA CAR;UN;"	";75;0;;0;0;0;;;
"256	";;15652825626;;;FITA CREP AUTOMOTIVA BRANCA;SOUZA CAR;UN;"	";15;6,9;;0;0;1;;;
"	";;15648097018;;;COIFA HOMOCINETICA LADO CAMBIO CIVIC;SOUZA CAR;UN;"	";60;0;;0;0;0;;;
"	";;15647880228;;;KIT RETIFICA PALIO 1.6 16V;SOUZA CAR;UN;"	";160;0;;0;0;0;;;
"EW1626056	";;15647880224;;;SENSOR DE ROTÇAO PALIO/BRAVA 1.6 16V;SOUZA CAR;UN;"	";100;0;;0;0;0;;;
"	";;15543625410;;;MANGUEIRA RADIADOR CORSA;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"	";;15474598778;;;REPARO DO TRAMBULADOR CELTA;SOUZA CAR;UN;"	";80;0;;0;0;0;;;
"JUNTA AP	";;15466645533;;;JUNTA TV AP ;SOUZA CAR;UN;"	";24;0;;0;0;0;;;
"	";;15462918461;;;COIFA DIREÇAO DO UNO;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"GP01	";;15431037965;;;GRAFITE EM PO RADNAQ 25GR;SOUZA CAR;UN;"	";10;3,57;;0;0;12;;25041000;
"5PK1345	";;15429901308;;;CORREIA DO ALTERNADOR MITSUBISHI PAJERO 5PK1345;SOUZA CAR;UN;"	";70;0;;0;0;5;;40103100;
"	";;15399220525;;;BUCHA BARRA ESTABILIZADORA GRANDSIENA 22MM;SOUZA CAR;UN;"	";36,5;0;;0;0;0;;;
"BBVWSTD	";;15382164245;;;BRONZINA BIELA 1.6/1.8/2.0 STD;SOUZA CAR;UN;"	";95;0;;0;0;0;;;
"RCCR01400	";;15269793362;;;CILINDRO DE RODA FIAT ELBA/FIORINO/PREMIO/UNO TRW;SOUZA CAR;UN;"	R2 P8 LB - 16";60;32,11;;0;0;0;;87083090;
"343455	";;15268897340;;;AMORTECEDOR TRASEIRO GM CELTA/CORSA;SOUZA CAR;UN;"	";175;0;;0;0;0;;87088000;
"10940	";;15237327349;;;PORCA CROMADA LOGUS/FIESTA/BLAZER/ESCORT 93 METALSYSTEM;SOUZA CAR;UN;"	";12;4,37;;0;0;32;;73181500;
"C415	";;15109968033;;;REGULADOR DE FREIO AUTOMÁTICO 1 RODA TRASEIRA ESQUERDA MOBI/PALIO/SIENA/WEEKEND/UNO/NOVOUNO/MILLE 19310;SOUZA CAR;UN;"	";44;0;;0;0;0;;87083019;
"C405	";;15109918813;;;REPARO DE SAPATA 1 RODA TRASEIRA DIREITA/ESQUERDA BRAVA/STRADA/MAREA/FIORINO/NOVAFIORINO/PALIO/WEEKEND/TEMPRA/ 19305;SOUZA CAR;UN;"	G3 R2 P5 LB - 17";22;0;;0;0;0;;87083019;
"DS1601	";;15095863879;;;ATUADOR DA MARCHA LENTA GOL/PARATI/SAVEIRO/ 04151 SIMILAR CV10202-13B1-40439102;SOUZA CAR;UN;"	G3 R2 P4 LB - 70";120;0;;0;0;2;;85011019;
"	";;15071770592;;;REPARO DO BICO COROLLA 2005;SOUZA CAR;UN;"	";70;0;;0;0;0;;;
"	";;15069996108;;;BOMBA OLEO PALIO 1.0 ;SOUZA CAR;UN;"	";190;0;;0;0;0;;;
"	";;15069911461;;;BAQUELITE DO UNO;SOUZA CAR;UN;"	";30;0;;0;0;0;;;
"	";;15069859040;;;ENGRENAGEM DO UNO;SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"	";;15034366733;;;JUNTA RETIFICA DO PALIO/STILO 1.8 8V;SOUZA CAR;UN;"	";160;0;;0;0;0;;;
"	";;15031661092;;;LENTE C/BASE LOGAN 09/ SANDERO/DUSTER;SOUZA CAR;UN;"	";0;0;;0;0;0;;;
"N7426	";;15031554067;;;LENTE C/BASE NEW FIESTA 13/ LD;SOUZA CAR;UN;"	R3 P7 LA - 03";50;0;;0;0;1;;70091000;
"51.8677	";;14380122934;;;ODORIZANTE NEW FRESH CAR LAVANDA;SOUZA CAR;UN;"	PAINEL";10;0;;0;0;1;;;
"	";;14380105794;;;kit embreagem do palio 1.0marca luk;SOUZA CAR;UN;"	";280;0;;0;0;0;;;
"	";;14360659417;;;BUCHA DO TENSOR DO UNO;SOUZA CAR;UN;"	";6;0;;0;0;0;;;
"	";;14360659415;;;BRAÇO TENSOR DO UNO 91/...;SOUZA CAR;UN;"	";75;0;;0;0;0;;;
"	";;14360359400;;;RETENTOR DA BOMBA DE OLEO DO CORSA;SOUZA CAR;UN;"	";40;0;;0;0;0;;;
"51.8677	";;14380122934;;;ODORIZANTE NEW FRESH CAR LAVANDA;SOUZA CAR;UN;"	PAINEL";10;0;;0;0;1;;;
"	";;14380105794;;;kit embreagem do palio 1.0marca luk;SOUZA CAR;UN;"	";280;0;;0;0;0;;;
"	";;14360659417;;;BUCHA DO TENSOR DO UNO;SOUZA CAR;UN;"	";6;0;;0;0;0;;;
"	";;14360659415;;;BRAÇO TENSOR DO UNO 91/...;SOUZA CAR;UN;"	";75;0;;0;0;0;;;
"	";;14360359400;;;RETENTOR DA BOMBA DE OLEO DO CORSA;SOUZA CAR;UN;"	";40;0;;0;0;0;;;
"SBB1210,75	";;15844547173;;;BRONZINA DE BIELA DO FUSCA 075;SOUZA CAR;UN;"	";70;0;;0;0;0;;;
"	";;15844542134;;;lanterna traseira siena;SOUZA CAR;UN;"	";245;0;;0;0;0;;;
"8105	";;15843276741;;;SENSOR DO ABS SANDERO/LOGAN 1.0/1.6 8/16V;SOUZA CAR;UN;"	";145;0;;0;0;0;;;
"TB70086	";;15843244073;;;CABO DE ACELERADOR ELFFA /SHANA;SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"575161	";;15842103913;;;ROLAMENTO DO ALTERNADOR DO 207 1.4 SIMILAR NY7710;SOUZA CAR;UN;"	";110;0;;0;0;0;;;
"	";;15840108486;;;PORCA HOMOCINETICA CELTA;SOUZA CAR;UN;"	";30;0;;0;0;0;;;
"AL619	";;15838948427;;;CUBO RODA DOBLO ;SOUZA CAR;UN;"	";220;0;;0;0;0;;;
"141279PK	";;15838946416;;;KIT DE RETIFICA PALIO FIRE1.4;SOUZA CAR;UN;"	";140;0;;0;0;0;;;
"213953	";;15837818463;;;MANGUEIRA INFERIOR DO RADIADOR FIESTA 2004/...;SOUZA CAR;UN;"	";150;0;;0;0;0;;;
"IWP127	";;15837739471;;;BICO INJETOR FIESTA 2002/...;SOUZA CAR;UN;"	";100;0;;0;0;0;;;
"TB6307	";;15836306049;;;CABO DE FREIO PALIO WEEKEND CITY/ELX/EX/STILE MOTOR 1.3/1.5/1. 1997... TRASEIRO DIREITO TUBA;SOUZA CAR;UN;"	G2 R1 P2 LA - 17";80;0;;0;0;1;;87083019;
"BRD1026	";;15834604563;;;BUCHA BARRA DIREÇAO GOL/VOYAGE/SANTANA;SOUZA CAR;UN;"	";185;0;;0;0;1;;;
"	";;15833338217;;;LANTERNA DIANTEIRA DO PALIO LE 96/...;SOUZA CAR;UN;"	";45;0;;0;0;0;;;
"DNI0116	";;15833323668;;;RELE AUXILIAR UNIVERSAL;SOUZA CAR;UN;"	";35;0;;0;0;0;;;
"	";;15832240023;;;JUNTA DA CARCAÇA DA VALVULA 206/C3 1.4 2003/...;SOUZA CAR;UN;"	";25;0;;0;0;0;;;
"	";;15832130889;;;ARRUELA DE ENCOSTO FIESTA ZETEC 0,20;SOUZA CAR;UN;"	";75;0;;0;0;0;;;
"	";;15831772361;;;BANDEJA COROLLA 2003/... LE;SOUZA CAR;UN;"	";275;0;;0;0;0;;;
"	";;15827291702;;;caixa de direçao celta;SOUZA CAR;UN;"	";1.400,00;0;;0;0;0;;;
"206503	";;15826705872;;;SAPATA S10 2.4 2012/...;SOUZA CAR;UN;"	";290;0;;0;0;0;;;
"1541118	";;15825909200;;;JUNTA CAVALETE SANDERO 1.6 16V;SOUZA CAR;UN;"	";38;0;;0;0;0;;;
"SYL2299	";;15821457675;;;PASTILHA MERCEDEZ C200;SOUZA CAR;UN;"	";220;0;;0;0;0;;;
"	";;15821417338;;;CILINDRO PEDAL ASTRA;SOUZA CAR;UN;"	";300;0;;0;0;0;;;
"	";;15821017798;;;BOMBA DE COMBUSTIVEL MONZA 88/....;SOUZA CAR;UN;"	";160;0;;0;0;0;;;
"OK0104	";;15820983750;;;TENSOR DO CHT APLIC;SOUZA CAR;UN;"	";90;0;;0;0;0;;;
"	";;15819595231;;;JUNTA DO SUPORTE DO FILTRO SANTANA;SOUZA CAR;UN;"	";20;0;;0;0;0;;;
"	";;15818559064;;;SERVO FREIO SANTANA 85/... REAIS;SOUZA CAR;UN;"	";370;0;;0;0;0;;;
"	";;15816276735;;;CHURRASQUEIRA DO GOL GIV FLEX;SOUZA CAR;UN;"	";95;0;;0;0;0;;;
"	";;15816276732;;;FAROL DO GOL GIV 2006/... LADO ESQUERDO;SOUZA CAR;UN;"	";200;0;;0;0;0;;;
"UN	";;15811706190;;;KIT RETIFICA%FOX;SOUZA CAR;UN;"	";115;0;;0;0;0;;;
"07346	";;15811625335;;;COIFA HOMOCINETICA LADO CAMBIO PALIO/TIPO/UNO;SOUZA CAR;UN;"	G2 R2 P2 LA - 04";20;0;;0;0;0;;87089990;
"AB911	";;15811067058;;;ABRAÇADEIRA PEQUENA METALMATRIX 9/11;SOUZA CAR;UN;"	";4;0;;0;0;15;;73269090;
"	";;15810250789;;;BUCHA MONZA ;SOUZA CAR;UN;"	";45;0;;0;0;0;;;
"NKF8011	";;15809328539;;;CUBO DE RODA CORSA/CELTA/MONTANA/MERIVA;SOUZA CAR;UN;"	";75;0;;0;0;0;;;
"PL54	";;15807242610;;;PALHETA ESPECIFICA GOLF 2014/ CINOY;SOUZA CAR;UN;"	";120;0;;0;0;1;;85129000;
"1	";;15796422788;;;carcaça bateria;SOUZA CAR;UN;"	";120;0;;0;0;0;;;
"COD:552293350	";;15766919936;;;BOMBA  DIREÇAO HIDRAULICA BOMBA D AGUA ETORQ ORIGINAL FIAT;SOUZA CAR;UN;"	";750;0;;0;0;0;;;
"6005LH	";;15747839604;;;TENSOR GOL 1.0 16V COBRA;SOUZA CAR;UN;"	";130;0;;0;0;0;;;
"021445	";;15898360194;;;GIRAPARTS BRAÇO DA SUSPENSAO HYNDAY;SOUZA CAR;UN;"	";240;0;;0;0;2;;87088000;
"	";;15894693675;;;RETENTOR DA HASTE DE VALVULA;SOUZA CAR;UN;"	";0;0;;0;0;0;;;
"	";;15894693643;;;RETENTOR DA HASTE DE VALVULA;SOUZA CAR;UN;"	";0;0;;0;0;0;;;
"141096PK	";;15893145690;;;JOGO DE JUNTA DE MOTOR;SOUZA CAR;UN;"	";800;0;;0;0;1;;84842000;
"W21W	";;15893130488;;;SUPER PINGO 1 POLO W21W 12V597233;SOUZA CAR;UN;"	";15;0;;0;0;2;;85392110;
